log_id,user,action,device,location,anomaly_score,timestamp
384,user_13,Suspicious Command,Android,India,0.82,2024-01-01 06:23:00
385,user_92,File Access,Mac,Russia,0.7,2024-01-01 06:24:00
386,user_17,Data Exfiltration,Windows,Russia,0.84,2024-01-01 06:25:00
387,user_85,Data Exfiltration,Mac,India,0.16,2024-01-01 06:26:00
388,user_61,Login,Windows,India,0.58,2024-01-01 06:27:00
389,user_96,Failed Login,Android,Russia,0.57,2024-01-01 06:28:00
390,user_61,File Access,Linux,UK,0.16,2024-01-01 06:29:00
391,user_73,Privilege Escalation,Mac,Germany,0.77,2024-01-01 06:30:00
392,user_85,Suspicious Command,Windows,Russia,0.61,2024-01-01 06:31:00
393,user_99,Login,Windows,UK,0.51,2024-01-01 06:32:00
394,user_86,File Access,Mac,Russia,0.45,2024-01-01 06:33:00
395,user_7,File Access,Linux,Russia,0.32,2024-01-01 06:34:00
396,user_34,Privilege Escalation,Windows,China,0.23,2024-01-01 06:35:00
397,user_51,Data Exfiltration,Android,Russia,0.87,2024-01-01 06:36:00
398,user_52,Failed Login,Android,Russia,0.64,2024-01-01 06:37:00
399,user_14,File Access,iOS,USA,0.8,2024-01-01 06:38:00
400,user_92,Privilege Escalation,Windows,UK,0.25,2024-01-01 06:39:00
401,user_88,Suspicious Command,Android,UK,0.55,2024-01-01 06:40:00
402,user_33,Privilege Escalation,Linux,India,0.91,2024-01-01 06:41:00
403,user_58,VPN Access,Android,Germany,0.53,2024-01-01 06:42:00
404,user_37,VPN Access,iOS,USA,0.86,2024-01-01 06:43:00
405,user_11,Privilege Escalation,Windows,India,0.84,2024-01-01 06:44:00
406,user_57,Failed Login,Linux,China,0.75,2024-01-01 06:45:00
407,user_99,File Access,Windows,China,0.45,2024-01-01 06:46:00
408,user_51,Suspicious Command,Mac,China,0.48,2024-01-01 06:47:00
409,user_16,Suspicious Command,Mac,China,0.58,2024-01-01 06:48:00
410,user_18,Failed Login,iOS,UK,0.08,2024-01-01 06:49:00
411,user_53,Suspicious Command,Linux,UK,0.11,2024-01-01 06:50:00
412,user_22,VPN Access,Linux,USA,0.4,2024-01-01 06:51:00
413,user_64,Failed Login,Linux,USA,0.26,2024-01-01 06:52:00
414,user_93,Suspicious Command,iOS,Germany,0.35,2024-01-01 06:53:00
415,user_61,VPN Access,Mac,USA,0.68,2024-01-01 06:54:00
416,user_3,File Access,iOS,Russia,0.62,2024-01-01 06:55:00
417,user_31,VPN Access,Windows,UK,0.75,2024-01-01 06:56:00
418,user_71,Failed Login,Windows,Germany,0.74,2024-01-01 06:57:00
419,user_36,Login,Android,Germany,0.15,2024-01-01 06:58:00
420,user_20,Login,iOS,Russia,0.65,2024-01-01 06:59:00
421,user_93,Data Exfiltration,Mac,China,0.61,2024-01-01 07:00:00
422,user_24,Login,Linux,Germany,0.53,2024-01-01 07:01:00
423,user_96,Data Exfiltration,iOS,Russia,0.77,2024-01-01 07:02:00
424,user_86,File Access,iOS,USA,0.24,2024-01-01 07:03:00
425,user_70,File Access,Windows,Russia,0.33,2024-01-01 07:04:00
426,user_36,VPN Access,Windows,China,0.36,2024-01-01 07:05:00
427,user_49,VPN Access,Mac,USA,0.27,2024-01-01 07:06:00
428,user_84,Login,Mac,USA,0.44,2024-01-01 07:07:00
429,user_16,Data Exfiltration,Android,Russia,0.55,2024-01-01 07:08:00
430,user_65,Login,iOS,China,0.46,2024-01-01 07:09:00
431,user_32,File Access,Android,Russia,0.73,2024-01-01 07:10:00
432,user_63,Privilege Escalation,Mac,Russia,0.94,2024-01-01 07:11:00
433,user_28,Privilege Escalation,Mac,China,0.82,2024-01-01 07:12:00
434,user_69,Failed Login,iOS,USA,0.22,2024-01-01 07:13:00
435,user_90,File Access,Android,Russia,0.8,2024-01-01 07:14:00
436,user_37,Suspicious Command,Mac,Russia,0.03,2024-01-01 07:15:00
437,user_6,Suspicious Command,Windows,USA,0.85,2024-01-01 07:16:00
438,user_48,File Access,Mac,Germany,0.0,2024-01-01 07:17:00
439,user_86,Failed Login,Mac,India,0.49,2024-01-01 07:18:00
440,user_25,Data Exfiltration,Linux,UK,0.51,2024-01-01 07:19:00
441,user_29,File Access,Android,USA,0.68,2024-01-01 07:20:00
442,user_78,Data Exfiltration,Linux,China,0.01,2024-01-01 07:21:00
443,user_12,Failed Login,Android,China,0.2,2024-01-01 07:22:00
444,user_80,File Access,Windows,Russia,0.61,2024-01-01 07:23:00
445,user_51,File Access,Linux,China,0.28,2024-01-01 07:24:00
446,user_62,Data Exfiltration,Windows,China,0.1,2024-01-01 07:25:00
447,user_80,Suspicious Command,iOS,USA,0.56,2024-01-01 07:26:00
448,user_38,File Access,Android,Germany,0.24,2024-01-01 07:27:00
449,user_57,VPN Access,Windows,China,0.45,2024-01-01 07:28:00
450,user_84,Data Exfiltration,Mac,Germany,0.39,2024-01-01 07:29:00
451,user_42,Privilege Escalation,Mac,Germany,0.19,2024-01-01 07:30:00
452,user_72,Privilege Escalation,iOS,UK,0.61,2024-01-01 07:31:00
453,user_33,Failed Login,Windows,Germany,0.27,2024-01-01 07:32:00
454,user_56,VPN Access,Windows,India,0.14,2024-01-01 07:33:00
455,user_3,VPN Access,Linux,China,0.5,2024-01-01 07:34:00
456,user_73,Data Exfiltration,Linux,India,0.97,2024-01-01 07:35:00
457,user_74,Data Exfiltration,Linux,Germany,0.62,2024-01-01 07:36:00
458,user_93,Data Exfiltration,Android,UK,0.31,2024-01-01 07:37:00
459,user_49,VPN Access,Windows,UK,0.02,2024-01-01 07:38:00
460,user_94,Suspicious Command,Android,India,0.09,2024-01-01 07:39:00
461,user_67,Privilege Escalation,Mac,Germany,0.8,2024-01-01 07:40:00
462,user_27,Privilege Escalation,Linux,Germany,0.31,2024-01-01 07:41:00
463,user_62,File Access,Linux,USA,0.38,2024-01-01 07:42:00
464,user_70,Login,Windows,UK,0.91,2024-01-01 07:43:00
465,user_91,Suspicious Command,Windows,China,0.68,2024-01-01 07:44:00
466,user_22,Suspicious Command,Linux,China,0.48,2024-01-01 07:45:00
467,user_88,Suspicious Command,Android,Russia,0.14,2024-01-01 07:46:00
468,user_60,Failed Login,Windows,Russia,0.1,2024-01-01 07:47:00
469,user_78,Login,iOS,Russia,0.43,2024-01-01 07:48:00
470,user_6,Data Exfiltration,Windows,USA,0.43,2024-01-01 07:49:00
471,user_50,VPN Access,Android,USA,0.83,2024-01-01 07:50:00
472,user_59,Suspicious Command,Linux,India,0.85,2024-01-01 07:51:00
473,user_65,Login,Linux,Germany,0.07,2024-01-01 07:52:00
474,user_76,Failed Login,iOS,Germany,0.91,2024-01-01 07:53:00
475,user_60,Failed Login,Android,China,0.91,2024-01-01 07:54:00
476,user_77,VPN Access,Android,China,0.01,2024-01-01 07:55:00
477,user_32,VPN Access,Linux,Germany,0.53,2024-01-01 07:56:00
478,user_57,Data Exfiltration,Windows,Russia,0.71,2024-01-01 07:57:00
479,user_75,File Access,Linux,Germany,0.28,2024-01-01 07:58:00
480,user_97,Privilege Escalation,Mac,China,0.14,2024-01-01 07:59:00
481,user_60,Failed Login,Windows,China,0.08,2024-01-01 08:00:00
482,user_17,VPN Access,Windows,Germany,0.81,2024-01-01 08:01:00
483,user_6,Privilege Escalation,iOS,USA,0.9,2024-01-01 08:02:00
484,user_47,Data Exfiltration,Linux,UK,0.36,2024-01-01 08:03:00
485,user_86,Login,Linux,India,0.61,2024-01-01 08:04:00
486,user_80,VPN Access,iOS,India,0.65,2024-01-01 08:05:00
487,user_24,Data Exfiltration,iOS,India,0.57,2024-01-01 08:06:00
488,user_95,Login,Windows,China,0.41,2024-01-01 08:07:00
489,user_10,File Access,Windows,Russia,0.52,2024-01-01 08:08:00
490,user_8,Data Exfiltration,Android,Germany,0.94,2024-01-01 08:09:00
491,user_14,VPN Access,Android,India,0.91,2024-01-01 08:10:00
492,user_36,Privilege Escalation,Android,China,0.08,2024-01-01 08:11:00
493,user_56,Privilege Escalation,Mac,China,0.66,2024-01-01 08:12:00
494,user_90,Login,Mac,China,0.99,2024-01-01 08:13:00
495,user_26,Login,Android,Germany,0.02,2024-01-01 08:14:00
496,user_76,Login,iOS,Russia,0.41,2024-01-01 08:15:00
497,user_71,File Access,Windows,India,0.74,2024-01-01 08:16:00
498,user_88,Privilege Escalation,Android,Russia,0.72,2024-01-01 08:17:00
499,user_36,Privilege Escalation,Windows,Germany,0.17,2024-01-01 08:18:00
500,user_16,Login,iOS,USA,0.83,2024-01-01 08:19:00
501,user_65,VPN Access,Android,Germany,0.37,2024-01-01 08:20:00
502,user_52,Failed Login,Windows,China,0.1,2024-01-01 08:21:00
503,user_59,Data Exfiltration,Android,USA,0.32,2024-01-01 08:22:00
504,user_4,Data Exfiltration,Windows,USA,0.42,2024-01-01 08:23:00
505,user_74,Suspicious Command,Windows,USA,0.35,2024-01-01 08:24:00
506,user_19,File Access,Windows,Germany,0.79,2024-01-01 08:25:00
507,user_54,VPN Access,iOS,India,0.81,2024-01-01 08:26:00
508,user_76,Login,Android,Germany,0.0,2024-01-01 08:27:00
509,user_10,Privilege Escalation,iOS,USA,0.14,2024-01-01 08:28:00
510,user_71,Login,iOS,UK,0.94,2024-01-01 08:29:00
511,user_34,Login,Linux,Germany,0.03,2024-01-01 08:30:00
512,user_65,Data Exfiltration,Mac,China,0.8,2024-01-01 08:31:00
513,user_45,Suspicious Command,Android,USA,0.97,2024-01-01 08:32:00
514,user_80,Data Exfiltration,Linux,China,0.74,2024-01-01 08:33:00
515,user_56,Suspicious Command,Android,UK,0.38,2024-01-01 08:34:00
516,user_71,Login,Mac,USA,0.6,2024-01-01 08:35:00
517,user_86,Data Exfiltration,Mac,China,0.92,2024-01-01 08:36:00
518,user_80,Data Exfiltration,Windows,China,0.27,2024-01-01 08:37:00
519,user_95,Data Exfiltration,iOS,Russia,0.51,2024-01-01 08:38:00
520,user_40,Privilege Escalation,Android,China,0.47,2024-01-01 08:39:00
521,user_22,Failed Login,Android,China,0.75,2024-01-01 08:40:00
522,user_9,VPN Access,Linux,UK,0.29,2024-01-01 08:41:00
523,user_26,VPN Access,Mac,India,0.53,2024-01-01 08:42:00
524,user_39,File Access,iOS,India,0.14,2024-01-01 08:43:00
525,user_99,Suspicious Command,Linux,UK,0.97,2024-01-01 08:44:00
526,user_71,Failed Login,Mac,USA,0.93,2024-01-01 08:45:00
527,user_2,Suspicious Command,Android,Russia,0.19,2024-01-01 08:46:00
528,user_93,File Access,Mac,Russia,0.49,2024-01-01 08:47:00
529,user_42,File Access,Linux,China,0.3,2024-01-01 08:48:00
530,user_41,Suspicious Command,iOS,Germany,0.95,2024-01-01 08:49:00
531,user_64,Failed Login,Android,Germany,0.52,2024-01-01 08:50:00
532,user_61,Data Exfiltration,Android,USA,0.02,2024-01-01 08:51:00
533,user_65,File Access,Mac,Russia,0.56,2024-01-01 08:52:00
534,user_82,Suspicious Command,Android,UK,0.68,2024-01-01 08:53:00
535,user_12,Privilege Escalation,Android,India,0.69,2024-01-01 08:54:00
536,user_65,Login,iOS,USA,0.6,2024-01-01 08:55:00
537,user_72,Suspicious Command,Linux,India,0.49,2024-01-01 08:56:00
538,user_27,File Access,Android,China,0.55,2024-01-01 08:57:00
539,user_52,Data Exfiltration,Linux,India,0.58,2024-01-01 08:58:00
540,user_62,VPN Access,iOS,Russia,0.17,2024-01-01 08:59:00
541,user_72,Failed Login,Mac,UK,0.6,2024-01-01 09:00:00
542,user_25,VPN Access,Windows,Russia,0.68,2024-01-01 09:01:00
543,user_28,Suspicious Command,Mac,USA,0.73,2024-01-01 09:02:00
544,user_78,VPN Access,Mac,Germany,0.68,2024-01-01 09:03:00
545,user_43,File Access,Windows,UK,0.64,2024-01-01 09:04:00
546,user_90,Privilege Escalation,Mac,China,0.16,2024-01-01 09:05:00
547,user_29,Suspicious Command,iOS,India,0.58,2024-01-01 09:06:00
548,user_86,Failed Login,Mac,Germany,0.97,2024-01-01 09:07:00
549,user_49,File Access,Android,India,0.79,2024-01-01 09:08:00
550,user_67,Suspicious Command,iOS,Germany,0.05,2024-01-01 09:09:00
551,user_28,VPN Access,Android,USA,0.78,2024-01-01 09:10:00
552,user_91,Data Exfiltration,Mac,UK,0.52,2024-01-01 09:11:00
553,user_44,Failed Login,Windows,UK,0.15,2024-01-01 09:12:00
554,user_93,Data Exfiltration,Windows,USA,0.92,2024-01-01 09:13:00
555,user_14,Suspicious Command,Mac,UK,0.97,2024-01-01 09:14:00
556,user_68,Suspicious Command,Android,Germany,0.5,2024-01-01 09:15:00
557,user_31,VPN Access,Android,Russia,0.39,2024-01-01 09:16:00
558,user_32,Failed Login,Linux,UK,0.79,2024-01-01 09:17:00
559,user_11,Login,iOS,USA,0.24,2024-01-01 09:18:00
560,user_58,VPN Access,Mac,China,0.18,2024-01-01 09:19:00
561,user_39,Data Exfiltration,iOS,India,0.76,2024-01-01 09:20:00
562,user_58,VPN Access,Windows,USA,0.96,2024-01-01 09:21:00
563,user_78,Login,Mac,UK,0.51,2024-01-01 09:22:00
564,user_58,File Access,Android,USA,0.06,2024-01-01 09:23:00
565,user_61,VPN Access,Linux,Germany,0.36,2024-01-01 09:24:00
566,user_65,Failed Login,Android,USA,0.88,2024-01-01 09:25:00
567,user_69,Data Exfiltration,iOS,Germany,0.62,2024-01-01 09:26:00
568,user_93,VPN Access,Mac,USA,0.0,2024-01-01 09:27:00
569,user_56,Failed Login,Android,UK,0.27,2024-01-01 09:28:00
570,user_5,VPN Access,Linux,UK,0.53,2024-01-01 09:29:00
571,user_72,Failed Login,Linux,USA,0.52,2024-01-01 09:30:00
572,user_34,VPN Access,iOS,Russia,0.42,2024-01-01 09:31:00
573,user_44,Suspicious Command,iOS,Russia,0.88,2024-01-01 09:32:00
574,user_8,Suspicious Command,iOS,China,0.8,2024-01-01 09:33:00
575,user_95,Failed Login,iOS,India,0.13,2024-01-01 09:34:00
576,user_8,File Access,Mac,Germany,0.96,2024-01-01 09:35:00
577,user_66,Login,Mac,Russia,0.25,2024-01-01 09:36:00
578,user_88,VPN Access,Linux,India,0.43,2024-01-01 09:37:00
579,user_76,Privilege Escalation,iOS,Germany,0.39,2024-01-01 09:38:00
580,user_16,File Access,iOS,China,0.9,2024-01-01 09:39:00
581,user_10,Data Exfiltration,Android,USA,0.85,2024-01-01 09:40:00
582,user_34,Privilege Escalation,Windows,China,0.76,2024-01-01 09:41:00
583,user_69,File Access,Android,Russia,0.75,2024-01-01 09:42:00
584,user_87,VPN Access,iOS,Germany,0.94,2024-01-01 09:43:00
585,user_90,Data Exfiltration,Mac,China,0.89,2024-01-01 09:44:00
586,user_90,Failed Login,Android,Russia,0.44,2024-01-01 09:45:00
587,user_19,Login,Android,India,0.26,2024-01-01 09:46:00
588,user_33,Data Exfiltration,Mac,Germany,0.06,2024-01-01 09:47:00
589,user_64,Data Exfiltration,Mac,India,0.68,2024-01-01 09:48:00
590,user_98,Data Exfiltration,Android,USA,0.95,2024-01-01 09:49:00
591,user_47,Suspicious Command,Windows,UK,0.18,2024-01-01 09:50:00
592,user_63,VPN Access,Linux,Russia,0.29,2024-01-01 09:51:00
593,user_56,Data Exfiltration,Windows,USA,0.54,2024-01-01 09:52:00
594,user_27,Data Exfiltration,Android,India,0.2,2024-01-01 09:53:00
595,user_58,Suspicious Command,Android,China,0.98,2024-01-01 09:54:00
596,user_75,Privilege Escalation,Linux,UK,0.29,2024-01-01 09:55:00
597,user_71,Privilege Escalation,iOS,China,0.38,2024-01-01 09:56:00
598,user_5,VPN Access,Android,China,0.84,2024-01-01 09:57:00
599,user_17,Privilege Escalation,Windows,Germany,0.1,2024-01-01 09:58:00
600,user_88,Failed Login,iOS,India,0.8,2024-01-01 09:59:00
601,user_8,File Access,Mac,Germany,0.31,2024-01-01 10:00:00
602,user_32,Privilege Escalation,Windows,Russia,0.4,2024-01-01 10:01:00
603,user_61,Data Exfiltration,Linux,Germany,0.89,2024-01-01 10:02:00
604,user_27,Suspicious Command,Windows,Germany,0.2,2024-01-01 10:03:00
605,user_48,Login,Mac,Germany,0.73,2024-01-01 10:04:00
606,user_31,File Access,Windows,India,0.15,2024-01-01 10:05:00
607,user_7,VPN Access,iOS,China,0.01,2024-01-01 10:06:00
608,user_11,VPN Access,iOS,Germany,0.15,2024-01-01 10:07:00
609,user_48,Login,iOS,UK,0.4,2024-01-01 10:08:00
610,user_75,VPN Access,iOS,China,0.21,2024-01-01 10:09:00
611,user_51,Login,Mac,India,0.01,2024-01-01 10:10:00
612,user_35,VPN Access,Linux,China,0.65,2024-01-01 10:11:00
613,user_90,VPN Access,Android,Russia,0.65,2024-01-01 10:12:00
614,user_91,Suspicious Command,Linux,China,0.78,2024-01-01 10:13:00
615,user_92,Failed Login,Mac,Germany,0.39,2024-01-01 10:14:00
616,user_5,VPN Access,Mac,China,0.59,2024-01-01 10:15:00
617,user_87,Failed Login,iOS,USA,0.16,2024-01-01 10:16:00
618,user_54,File Access,Linux,UK,0.87,2024-01-01 10:17:00
619,user_7,Suspicious Command,Mac,UK,0.32,2024-01-01 10:18:00
620,user_8,Privilege Escalation,Linux,India,0.5,2024-01-01 10:19:00
621,user_94,Suspicious Command,Android,Germany,0.91,2024-01-01 10:20:00
622,user_65,Login,Mac,USA,0.77,2024-01-01 10:21:00
623,user_90,VPN Access,Mac,UK,0.09,2024-01-01 10:22:00
624,user_42,Data Exfiltration,Android,Russia,0.89,2024-01-01 10:23:00
625,user_63,Suspicious Command,iOS,UK,0.76,2024-01-01 10:24:00
626,user_69,Suspicious Command,iOS,China,0.87,2024-01-01 10:25:00
627,user_47,Suspicious Command,iOS,USA,0.55,2024-01-01 10:26:00
628,user_34,Data Exfiltration,iOS,USA,0.65,2024-01-01 10:27:00
629,user_99,Privilege Escalation,Linux,USA,0.94,2024-01-01 10:28:00
630,user_20,Suspicious Command,Android,China,0.55,2024-01-01 10:29:00
631,user_49,Data Exfiltration,Mac,China,0.49,2024-01-01 10:30:00
632,user_48,Suspicious Command,Windows,India,0.99,2024-01-01 10:31:00
633,user_27,Failed Login,Android,India,0.22,2024-01-01 10:32:00
634,user_69,Login,Windows,India,0.12,2024-01-01 10:33:00
635,user_52,VPN Access,Mac,Russia,0.96,2024-01-01 10:34:00
636,user_39,Data Exfiltration,Linux,India,0.93,2024-01-01 10:35:00
637,user_62,Login,iOS,Russia,0.62,2024-01-01 10:36:00
638,user_47,Login,Linux,UK,0.03,2024-01-01 10:37:00
639,user_78,File Access,Mac,USA,0.63,2024-01-01 10:38:00
640,user_85,Login,Mac,UK,0.21,2024-01-01 10:39:00
641,user_60,VPN Access,Mac,Germany,0.54,2024-01-01 10:40:00
642,user_76,VPN Access,Linux,China,0.4,2024-01-01 10:41:00
643,user_38,File Access,Windows,India,0.69,2024-01-01 10:42:00
644,user_40,VPN Access,Mac,Russia,0.37,2024-01-01 10:43:00
645,user_78,Data Exfiltration,Linux,USA,0.77,2024-01-01 10:44:00
646,user_1,Failed Login,Mac,Russia,0.76,2024-01-01 10:45:00
647,user_31,Login,iOS,India,0.61,2024-01-01 10:46:00
648,user_73,Failed Login,Mac,USA,0.5,2024-01-01 10:47:00
649,user_10,File Access,iOS,Germany,0.7,2024-01-01 10:48:00
650,user_33,Data Exfiltration,Windows,Russia,0.85,2024-01-01 10:49:00
651,user_73,Login,iOS,USA,0.01,2024-01-01 10:50:00
652,user_28,VPN Access,Linux,China,0.08,2024-01-01 10:51:00
653,user_80,VPN Access,Windows,USA,0.22,2024-01-01 10:52:00
654,user_100,Data Exfiltration,Mac,India,0.64,2024-01-01 10:53:00
655,user_7,Suspicious Command,Mac,Russia,0.86,2024-01-01 10:54:00
656,user_100,Data Exfiltration,Linux,China,0.46,2024-01-01 10:55:00
657,user_47,Suspicious Command,Linux,India,0.12,2024-01-01 10:56:00
658,user_22,Failed Login,iOS,UK,0.61,2024-01-01 10:57:00
659,user_5,Suspicious Command,Linux,UK,0.12,2024-01-01 10:58:00
660,user_62,Failed Login,Windows,Germany,0.58,2024-01-01 10:59:00
661,user_21,Privilege Escalation,Android,USA,0.76,2024-01-01 11:00:00
662,user_78,Login,Mac,Germany,0.22,2024-01-01 11:01:00
663,user_69,VPN Access,Mac,UK,0.98,2024-01-01 11:02:00
664,user_91,File Access,iOS,UK,0.38,2024-01-01 11:03:00
665,user_2,VPN Access,Linux,USA,0.28,2024-01-01 11:04:00
666,user_29,Suspicious Command,Mac,India,0.43,2024-01-01 11:05:00
667,user_74,Login,Linux,UK,0.52,2024-01-01 11:06:00
668,user_6,Failed Login,Android,China,0.83,2024-01-01 11:07:00
669,user_27,Failed Login,Android,USA,0.6,2024-01-01 11:08:00
670,user_47,VPN Access,Android,India,0.01,2024-01-01 11:09:00
671,user_100,Data Exfiltration,iOS,USA,0.27,2024-01-01 11:10:00
672,user_15,Suspicious Command,iOS,UK,0.93,2024-01-01 11:11:00
673,user_12,Suspicious Command,Android,USA,0.99,2024-01-01 11:12:00
674,user_24,File Access,Windows,India,0.84,2024-01-01 11:13:00
675,user_11,Data Exfiltration,iOS,Russia,0.16,2024-01-01 11:14:00
676,user_82,Data Exfiltration,Windows,UK,0.68,2024-01-01 11:15:00
677,user_58,Data Exfiltration,Mac,Germany,0.13,2024-01-01 11:16:00
678,user_29,Login,Linux,Russia,0.71,2024-01-01 11:17:00
679,user_60,File Access,iOS,Germany,0.59,2024-01-01 11:18:00
680,user_29,Failed Login,Linux,USA,0.48,2024-01-01 11:19:00
681,user_88,Failed Login,Android,Germany,0.18,2024-01-01 11:20:00
682,user_74,Data Exfiltration,Windows,Russia,0.85,2024-01-01 11:21:00
683,user_34,Failed Login,Linux,Russia,0.9,2024-01-01 11:22:00
684,user_15,Privilege Escalation,Android,USA,0.48,2024-01-01 11:23:00
685,user_19,Data Exfiltration,Windows,USA,0.54,2024-01-01 11:24:00
686,user_24,File Access,Android,UK,0.84,2024-01-01 11:25:00
687,user_10,Privilege Escalation,Mac,UK,0.26,2024-01-01 11:26:00
688,user_75,VPN Access,Android,UK,0.8,2024-01-01 11:27:00
689,user_93,Failed Login,Android,USA,0.93,2024-01-01 11:28:00
690,user_27,VPN Access,Mac,USA,0.12,2024-01-01 11:29:00
691,user_23,VPN Access,Mac,Germany,0.45,2024-01-01 11:30:00
692,user_91,Data Exfiltration,Android,China,0.74,2024-01-01 11:31:00
693,user_41,Login,Mac,China,0.93,2024-01-01 11:32:00
694,user_46,VPN Access,Linux,Germany,0.94,2024-01-01 11:33:00
695,user_63,VPN Access,Linux,Germany,0.65,2024-01-01 11:34:00
696,user_10,VPN Access,Mac,UK,0.5,2024-01-01 11:35:00
697,user_70,Failed Login,Android,Russia,0.85,2024-01-01 11:36:00
698,user_94,Login,Android,China,0.68,2024-01-01 11:37:00
699,user_92,Failed Login,Windows,India,0.3,2024-01-01 11:38:00
700,user_36,Suspicious Command,Android,UK,0.62,2024-01-01 11:39:00
701,user_27,VPN Access,Linux,India,0.03,2024-01-01 11:40:00
702,user_57,Privilege Escalation,Linux,Russia,0.41,2024-01-01 11:41:00
703,user_24,VPN Access,Android,India,0.67,2024-01-01 11:42:00
704,user_41,Suspicious Command,Windows,India,0.97,2024-01-01 11:43:00
705,user_33,Login,Windows,USA,0.04,2024-01-01 11:44:00
706,user_63,Failed Login,Windows,Germany,0.77,2024-01-01 11:45:00
707,user_56,VPN Access,Linux,Germany,0.2,2024-01-01 11:46:00
